query,trial,cpu_percent
appointments_per_doctor_per_dept,37,6.8
appointments_per_doctor_per_dept,38,6.7
appointments_per_doctor_per_dept,39,7.7
appointments_per_doctor_per_dept,40,6.9
appointments_per_doctor_per_dept,41,7.7
appointments_per_doctor_per_dept,42,7.9
appointments_per_doctor_per_dept,43,6.9
appointments_per_doctor_per_dept,44,8.0
appointments_per_doctor_per_dept,45,7.6
appointments_per_doctor_per_dept,46,8.2
appointments_per_doctor_per_dept,47,6.5
appointments_per_doctor_per_dept,48,7.4
appointments_per_doctor_per_dept,49,7.4
appointments_per_doctor_per_dept,50,7.1
appointments_per_doctor_per_dept,51,7.3
appointments_per_doctor_per_dept,52,6.7
appointments_per_doctor_per_dept,53,6.9
appointments_per_doctor_per_dept,54,7.9
appointments_per_doctor_per_dept,55,6.8
appointments_per_doctor_per_dept,56,8.5
appointments_per_doctor_per_dept,57,7.6
appointments_per_doctor_per_dept,58,8.0
appointments_per_doctor_per_dept,59,6.8
appointments_per_doctor_per_dept,60,7.4
appointments_per_doctor_per_dept,61,7.3
appointments_per_doctor_per_dept,62,7.0
appointments_per_doctor_per_dept,63,7.4
appointments_per_doctor_per_dept,64,7.5
appointments_per_doctor_per_dept,65,6.7
appointments_per_doctor_per_dept,66,7.6
appointments_per_doctor_per_dept,67,7.7
appointments_per_doctor_per_dept,68,7.7
appointments_per_doctor_per_dept,69,7.4
appointments_per_doctor_per_dept,70,7.5
appointments_per_doctor_per_dept,71,7.4
appointments_per_doctor_per_dept,72,7.9
appointments_per_doctor_per_dept,73,9.8
appointments_per_doctor_per_dept,74,7.8
appointments_per_doctor_per_dept,75,6.7
appointments_per_doctor_per_dept,76,7.0
appointments_per_doctor_per_dept,77,7.8
appointments_per_doctor_per_dept,78,6.9
appointments_per_doctor_per_dept,79,7.7
appointments_per_doctor_per_dept,80,8.6
appointments_per_doctor_per_dept,81,7.0
appointments_per_doctor_per_dept,82,7.4
appointments_per_doctor_per_dept,83,6.9
appointments_per_doctor_per_dept,84,7.5
appointments_per_doctor_per_dept,85,7.8
appointments_per_doctor_per_dept,86,7.3
appointments_per_doctor_per_dept,87,7.5
appointments_per_doctor_per_dept,88,6.9
appointments_per_doctor_per_dept,89,7.0
appointments_per_doctor_per_dept,90,6.8
appointments_per_doctor_per_dept,91,7.6
appointments_per_doctor_per_dept,92,6.8
appointments_per_doctor_per_dept,93,7.5
appointments_per_doctor_per_dept,94,7.9
appointments_per_doctor_per_dept,95,7.5
appointments_per_doctor_per_dept,96,7.7
appointments_per_doctor_per_dept,97,6.9
appointments_per_doctor_per_dept,98,6.6
appointments_per_doctor_per_dept,99,8.0
