query,trial,cpu_time_s
surgeries_by_type,56,1.7165999999999015e-05
surgeries_by_type,57,1.725199999999885e-05
surgeries_by_type,58,1.7125999999995783e-05
surgeries_by_type,59,1.6999999999999654e-05
surgeries_by_type,60,1.9706000000004747e-05
surgeries_by_type,61,1.6915999999991826e-05
surgeries_by_type,62,1.6874000000000056e-05
surgeries_by_type,63,1.6998000000011115e-05
surgeries_by_type,64,1.7124000000000306e-05
surgeries_by_type,65,1.9415999999997796e-05
surgeries_by_type,66,1.7292000000009022e-05
surgeries_by_type,67,1.707999999999224e-05
surgeries_by_type,68,1.7125999999992314e-05
surgeries_by_type,69,2.2374000000002087e-05
surgeries_by_type,70,1.7040000000002886e-05
surgeries_by_type,71,1.6875999999992064e-05
surgeries_by_type,72,1.7583999999990635e-05
surgeries_by_type,73,1.6959999999996422e-05
surgeries_by_type,74,1.6958000000007883e-05
surgeries_by_type,75,1.679400000000053e-05
surgeries_by_type,76,1.6874000000003525e-05
surgeries_by_type,77,1.6792000000005053e-05
surgeries_by_type,78,1.666199999999715e-05
surgeries_by_type,79,1.6751999999994882e-05
surgeries_by_type,80,1.7748000000004927e-05
surgeries_by_type,81,1.6664000000006507e-05
surgeries_by_type,82,1.6915999999998765e-05
surgeries_by_type,83,1.6875999999995533e-05
surgeries_by_type,84,1.6623999999996336e-05
surgeries_by_type,85,1.6630000000010525e-05
surgeries_by_type,86,2.0084000000000074e-05
surgeries_by_type,87,1.808600000001437e-05
surgeries_by_type,88,2.1835999999990363e-05
surgeries_by_type,89,1.8375999999997034e-05
surgeries_by_type,90,1.7667999999994993e-05
surgeries_by_type,91,1.8248000000001957e-05
surgeries_by_type,92,1.7250000000006843e-05
surgeries_by_type,93,2.0168000000007902e-05
surgeries_by_type,94,2.3084000000010013e-05
surgeries_by_type,95,2.4044000000004312e-05
surgeries_by_type,96,1.9624000000006275e-05
surgeries_by_type,97,2.267000000000241e-05
surgeries_by_type,98,2.1499999999993746e-05
surgeries_by_type,99,1.9084000000009482e-05
