query,trial,cpu_time_s
surgeries_by_type,48,0.0017977119999999513
surgeries_by_type,49,0.0017633280000000362
surgeries_by_type,50,0.001921359999999983
surgeries_by_type,51,0.0018255999999999828
surgeries_by_type,52,0.0016500159999999764
surgeries_by_type,53,0.001795743999999988
surgeries_by_type,54,0.0018726239999999894
surgeries_by_type,55,0.001997152000000002
surgeries_by_type,56,0.001853887999999998
surgeries_by_type,57,0.0019266079999999963
surgeries_by_type,58,0.002001472000000004
surgeries_by_type,59,0.0018648799999999854
surgeries_by_type,60,0.0021005919999999845
surgeries_by_type,61,0.0019350240000000074
surgeries_by_type,62,0.0016349439999999993
surgeries_by_type,63,0.0018248480000000455
surgeries_by_type,64,0.0016044639999999721
surgeries_by_type,65,0.0020071040000000095
surgeries_by_type,66,0.0016935520000000148
surgeries_by_type,67,0.0020667680000000244
surgeries_by_type,68,0.001768095999999969
surgeries_by_type,69,0.001935648000000012
surgeries_by_type,70,0.0016648480000000243
surgeries_by_type,71,0.0018077599999999916
surgeries_by_type,72,0.0017042559999999873
surgeries_by_type,73,0.0015861759999999947
surgeries_by_type,74,0.0018093920000000208
surgeries_by_type,75,0.001975504000000017
surgeries_by_type,76,0.0018502559999999946
surgeries_by_type,77,0.0017569280000000465
surgeries_by_type,78,0.0015576959999999973
surgeries_by_type,79,0.001729936000000043
surgeries_by_type,80,0.0016923199999999694
surgeries_by_type,81,0.0018288320000000025
surgeries_by_type,82,0.0017130559999999906
surgeries_by_type,83,0.0022971359999999774
surgeries_by_type,84,0.0020942079999999863
surgeries_by_type,85,0.0019370559999999648
surgeries_by_type,86,0.0017919679999999771
surgeries_by_type,87,0.0018399039999999756
surgeries_by_type,88,0.0017167679999999796
surgeries_by_type,89,0.0019677920000000237
surgeries_by_type,90,0.001693583999999998
surgeries_by_type,91,0.0020162560000000496
surgeries_by_type,92,0.00152902399999999
surgeries_by_type,93,0.001618816000000023
surgeries_by_type,94,0.001668736000000004
surgeries_by_type,95,0.0017403200000000174
surgeries_by_type,96,0.0015992960000000278
surgeries_by_type,97,0.0020356639999999926
surgeries_by_type,98,0.0017004159999999824
surgeries_by_type,99,0.0018509600000000126
