query,trial,elapsed_s
doctors_per_dept,0,5.27501106262207
doctors_per_dept,1,0.2193450927734375
doctors_per_dept,2,0.17976760864257812
doctors_per_dept,3,0.18095970153808594
doctors_per_dept,4,0.14066696166992188
doctors_per_dept,5,0.1678466796875
doctors_per_dept,6,0.19288063049316406
doctors_per_dept,7,0.1609325408935547
doctors_per_dept,8,0.19121170043945312
doctors_per_dept,9,0.17595291137695312
doctors_per_dept,10,0.14209747314453125
doctors_per_dept,11,0.1671314239501953
doctors_per_dept,12,0.13494491577148438
doctors_per_dept,13,0.13399124145507812
doctors_per_dept,14,0.1289844512939453
doctors_per_dept,15,0.13494491577148438
doctors_per_dept,16,0.12493133544921875
doctors_per_dept,17,0.1780986785888672
doctors_per_dept,18,0.11491775512695312
doctors_per_dept,19,0.1308917999267578
doctors_per_dept,20,0.1709461212158203
doctors_per_dept,21,0.20813941955566406
doctors_per_dept,22,0.19407272338867188
doctors_per_dept,23,0.20694732666015625
doctors_per_dept,24,0.2281665802001953
doctors_per_dept,25,0.21314620971679688
doctors_per_dept,26,0.1819133758544922
doctors_per_dept,27,0.19979476928710938
doctors_per_dept,28,0.2148151397705078
doctors_per_dept,29,0.16999244689941406
doctors_per_dept,30,0.15687942504882812
doctors_per_dept,31,0.15997886657714844
doctors_per_dept,32,0.1652240753173828
doctors_per_dept,33,0.14710426330566406
doctors_per_dept,34,0.18310546875
doctors_per_dept,35,0.1728534698486328
doctors_per_dept,36,0.1800060272216797
doctors_per_dept,37,0.20313262939453125
doctors_per_dept,38,0.17786026000976562
doctors_per_dept,39,0.1537799835205078
doctors_per_dept,40,0.18095970153808594
doctors_per_dept,41,0.18477439880371094
doctors_per_dept,42,0.1609325408935547
doctors_per_dept,43,0.164031982421875
doctors_per_dept,44,0.1537799835205078
doctors_per_dept,45,0.21791458129882812
doctors_per_dept,46,0.21505355834960938
doctors_per_dept,47,0.164031982421875
doctors_per_dept,48,0.1811981201171875
doctors_per_dept,49,0.1437664031982422
doctors_per_dept,50,0.18405914306640625
doctors_per_dept,51,0.16498565673828125
doctors_per_dept,52,0.19311904907226562
doctors_per_dept,53,0.17404556274414062
doctors_per_dept,54,0.1690387725830078
doctors_per_dept,55,0.17595291137695312
doctors_per_dept,56,0.21505355834960938
doctors_per_dept,57,0.15687942504882812
doctors_per_dept,58,0.1888275146484375
doctors_per_dept,59,0.1678466796875
doctors_per_dept,60,0.1800060272216797
doctors_per_dept,61,0.15997886657714844
doctors_per_dept,62,0.2071857452392578
doctors_per_dept,63,0.148773193359375
doctors_per_dept,64,0.15306472778320312
doctors_per_dept,65,0.14090538024902344
doctors_per_dept,66,0.1380443572998047
doctors_per_dept,67,0.14209747314453125
doctors_per_dept,68,0.13875961303710938
doctors_per_dept,69,0.17213821411132812
doctors_per_dept,70,0.17309188842773438
doctors_per_dept,71,0.15401840209960938
doctors_per_dept,72,0.19407272338867188
doctors_per_dept,73,0.17213821411132812
doctors_per_dept,74,0.17881393432617188
doctors_per_dept,75,0.13709068298339844
doctors_per_dept,76,0.1621246337890625
doctors_per_dept,77,0.19669532775878906
doctors_per_dept,78,0.15783309936523438
doctors_per_dept,79,0.1590251922607422
doctors_per_dept,80,0.11920928955078125
doctors_per_dept,81,0.13375282287597656
doctors_per_dept,82,0.14781951904296875
doctors_per_dept,83,0.1518726348876953
doctors_per_dept,84,0.13303756713867188
doctors_per_dept,85,0.19812583923339844
doctors_per_dept,86,0.15807151794433594
doctors_per_dept,87,0.15807151794433594
doctors_per_dept,88,0.1621246337890625
doctors_per_dept,89,0.1621246337890625
doctors_per_dept,90,0.17023086547851562
doctors_per_dept,91,0.1418590545654297
doctors_per_dept,92,0.1850128173828125
doctors_per_dept,93,0.14400482177734375
doctors_per_dept,94,0.16880035400390625
doctors_per_dept,95,0.15997886657714844
doctors_per_dept,96,0.1590251922607422
doctors_per_dept,97,0.141143798828125
doctors_per_dept,98,0.1380443572998047
doctors_per_dept,99,0.16689300537109375
appointments_per_patient,0,1.1408329010009766
appointments_per_patient,1,0.32591819763183594
appointments_per_patient,2,0.30994415283203125
appointments_per_patient,3,0.31685829162597656
appointments_per_patient,4,0.35834312438964844
appointments_per_patient,5,0.3237724304199219
appointments_per_patient,6,0.33092498779296875
appointments_per_patient,7,0.2827644348144531
appointments_per_patient,8,0.2818107604980469
appointments_per_patient,9,0.2930164337158203
appointments_per_patient,10,0.3018379211425781
appointments_per_patient,11,0.28395652770996094
appointments_per_patient,12,0.3631114959716797
appointments_per_patient,13,0.34880638122558594
appointments_per_patient,14,0.3819465637207031
appointments_per_patient,15,0.43320655822753906
appointments_per_patient,16,0.4601478576660156
appointments_per_patient,17,0.3421306610107422
appointments_per_patient,18,0.37598609924316406
appointments_per_patient,19,0.37217140197753906
appointments_per_patient,20,0.3581047058105469
appointments_per_patient,21,0.39124488830566406
appointments_per_patient,22,0.3540515899658203
appointments_per_patient,23,0.3249645233154297
appointments_per_patient,24,0.4150867462158203
appointments_per_patient,25,0.3898143768310547
appointments_per_patient,26,0.3578662872314453
appointments_per_patient,27,0.39005279541015625
appointments_per_patient,28,0.3528594970703125
appointments_per_patient,29,0.45800209045410156
appointments_per_patient,30,0.408172607421875
appointments_per_patient,31,0.3902912139892578
appointments_per_patient,32,0.4830360412597656
appointments_per_patient,33,0.3829002380371094
appointments_per_patient,34,0.36716461181640625
appointments_per_patient,35,0.3857612609863281
appointments_per_patient,36,0.3972053527832031
appointments_per_patient,37,0.4069805145263672
appointments_per_patient,38,0.41604042053222656
appointments_per_patient,39,0.38886070251464844
appointments_per_patient,40,0.3790855407714844
appointments_per_patient,41,0.3771781921386719
appointments_per_patient,42,0.43010711669921875
appointments_per_patient,43,0.4038810729980469
appointments_per_patient,44,0.38909912109375
appointments_per_patient,45,0.36978721618652344
appointments_per_patient,46,0.43702125549316406
appointments_per_patient,47,0.45013427734375
appointments_per_patient,48,0.3840923309326172
appointments_per_patient,49,0.41484832763671875
appointments_per_patient,50,0.4229545593261719
appointments_per_patient,51,0.48089027404785156
appointments_per_patient,52,0.4870891571044922
appointments_per_patient,53,0.42510032653808594
appointments_per_patient,54,0.4799365997314453
appointments_per_patient,55,0.4489421844482422
appointments_per_patient,56,0.5249977111816406
appointments_per_patient,57,0.48804283142089844
appointments_per_patient,58,0.45180320739746094
appointments_per_patient,59,0.49996376037597656
appointments_per_patient,60,0.4589557647705078
appointments_per_patient,61,0.34618377685546875
appointments_per_patient,62,0.4291534423828125
appointments_per_patient,63,0.36787986755371094
appointments_per_patient,64,0.3972053527832031
appointments_per_patient,65,0.40030479431152344
appointments_per_patient,66,0.4131793975830078
appointments_per_patient,67,0.4260540008544922
appointments_per_patient,68,0.3871917724609375
appointments_per_patient,69,0.43392181396484375
appointments_per_patient,70,0.4329681396484375
appointments_per_patient,71,0.431060791015625
appointments_per_patient,72,0.3879070281982422
appointments_per_patient,73,0.37097930908203125
appointments_per_patient,74,0.34308433532714844
appointments_per_patient,75,0.3387928009033203
appointments_per_patient,76,0.4050731658935547
appointments_per_patient,77,0.3762245178222656
appointments_per_patient,78,0.3650188446044922
appointments_per_patient,79,0.43010711669921875
appointments_per_patient,80,0.46324729919433594
appointments_per_patient,81,0.3829002380371094
appointments_per_patient,82,0.3600120544433594
appointments_per_patient,83,0.43487548828125
appointments_per_patient,84,0.4229545593261719
appointments_per_patient,85,0.41294097900390625
appointments_per_patient,86,0.3840923309326172
appointments_per_patient,87,0.39005279541015625
appointments_per_patient,88,0.37479400634765625
appointments_per_patient,89,0.3719329833984375
appointments_per_patient,90,0.4119873046875
appointments_per_patient,91,0.41604042053222656
appointments_per_patient,92,0.4067420959472656
appointments_per_patient,93,0.3859996795654297
appointments_per_patient,94,0.33402442932128906
appointments_per_patient,95,0.3497600555419922
appointments_per_patient,96,0.38909912109375
appointments_per_patient,97,0.36025047302246094
appointments_per_patient,98,0.33593177795410156
appointments_per_patient,99,0.32401084899902344
